word,is_laugh
хпхпаавпвх,1
пвхахпавхп,1
апхпвхвпах,1
пхвавапхпх,1
ахпавхппвх,1
пввххааппх,1
ппахапвххв,1
ппхахпввха,1
авххпвхапп,1
пхпаххапвв,1
ххвхаа,1
апххапввпх,1
ваххвпппха,1
авапхпхпвх,1
паввпахххп,1
хвхаппхпав,1
ххаавхвппп,1
пхххаваппв,1
аппвхпвхах,1
хапхаппвхв,1
хвппвааххп,1
пхххавпвпа,1
ппвхапххва,1
пвхпавхп,1
вахпхппавх,1
хвппхапахв,1
хапххпвпва,1
хахахвпппв,1
впхавхпахп,1
ввхахппахп,1
хппахвпвха,1
павхххвппа,1
пххввхаппа,1
ввпхххппаа,1
ахпвпвпахх,1
вппхпвхаах,1
ппвххахпав,1
мокрый,0
вхппахапвх,1
хпвпхпхава,1
хпапвхвхап,1
аввпхппхха,1
вахпвхпапх,1
пхвппах,1
апхпххпавв,1
паавхххпвп,1
пвхахвапхп,1
аххаппвпхв,1
ахапхвпхпв,1
ппввхахапх,1
пххавхвпап,1
хахахах,1
ппххавхпва,1
хппхпаавхв,1
тихий,0
интересно,0
ппххапввха,1
папххапввх,1
паввапхпхх,1
ахввппххпа,1
хххвппапва,1
ххвхпвпаап,1
ххвпппвхаа,1
ппххвпавах,1
хпхахппвва,1
пхваавхпхп,1
апаппхвхвх,1
вхавхаха,1
авппавххпх,1
пххвапхапв,1
ввхпхапхап,1
впвхппах,1
хвхахппвап,1
аапххппввх,1
хвпаахвппх,1
вапххвпхап,1
вппваххп,1
хпхахаппвв,1
ппаавххвхп,1
хвпххааппв,1
река,0
вхпаапхпвх,1
ппхвпхваха,1
апввхапхпх,1
хпввахахпп,1
вахпхппв,1
апхпапвххв,1
павхвахппх,1
ахпвхпхавп,1
ххппавхвап,1
ахввпаххпп,1
пввахпхп,1
старик,0
хапвхппавх,1
аппавпххвх,1
авппхвахпх,1
впхпвпххаа,1
авхпхпвхап,1
пхпхаавхвп,1
ппхахвхапв,1
паххппхвав,1
авапхххппв,1
ыхыхыхыхых,1
аппхвхпхва,1
пххпавхвпа,1
впахавхпхп,1
пхапахвпхв,1
ппавхвхпха,1
аппхвахвпх,1
хахвхпвапп,1
хапхвапхвп,1
ахвпвхпахп,1
ппхваавхпх,1
хапхввпхап,1
хпавхппвах,1
ихуах,1
пхавхаппвх,1
пвхахвхпап,1
ахввпппахх,1
вхаппхпвха,1
ппахххаввп,1
хвапвххапп,1
вхвпххаппа,1
впппахахвх,1
ппвпххавах,1
пхаавпхпхв,1
аахвпххвпп,1
ппавхпххав,1
впхппах,1
вахпххппав,1
хппавпахвх,1
вхвппххапа,1
пвхпвахапх,1
хвпавпхапх,1
ахпапхвхпв,1
хаххппвпва,1
ххппвпахав,1
вхапхпавхп,1
папххвхапв,1
впххвааппх,1
вхвпаппх,1
убить,0
авхпавхппх,1
ххаппхапвв,1
авппвпхх,1
у,0
хаавппвххп,1
хаапхпввпх,1
хпххвпапва,1
хвпапавпхх,1
хахввппахп,1
хпвхвхпаап,1
впахахвпхп,1
впвпапаххх,1
паппхвавхх,1
пвххпахпав,1
вавпхппхха,1
апвххвапхп,1
ввпапхахпх,1
авхпахвппх,1
хвавпхаппх,1
авхпхпп,1
ппаахххвпв,1
ввхаппахпх,1
пвааххпвпх,1
пппхавхв,1
хпхппввхаа,1
вппхвапхах,1
вхвпхаапхп,1
пхвавхпп,1
пвхпхпахав,1
паввахххпп,1
хпххпвпава,1
хавпапвхпх,1
хпвапахвпх,1
впапапхххв,1
ппхваавххп,1
ххапахввпп,1
пхвпхавпах,1
впаахвхппх,1
хххапввапп,1
вхпвхаппах,1
пвахххвапп,1
ххахвавппп,1
вхппавхпах,1
вхапппахвх,1
хаахпввпхп,1
вхвпхпахап,1
вхппвпаахх,1
вахппхпвха,1
ахпхаввппх,1
пхвапхвпха,1
апхпапхввх,1
впхвпхапах,1
хвхапваппх,1
ххппавапхв,1
хппвавххпа,1
впапххпхва,1
ххахпппвав,1
хапвпхвхпа,1
вппхпааххв,1
пахввпхпха,1
авпвхххппа,1
аппвпххахв,1
пвхппха,1
хпхвапвхап,1
пхвхвппаха,1
ввппххпаах,1
апввххпхап,1
хпвххавапп,1
вппхпаахвх,1
однако,0
пвппххвхаа,1
аппхвххпва,1
пхвапхпвха,1
ахввхахппп,1
ппахпххавв,1
пвпахпххва,1
паахпххвпв,1
пххввхппаа,1
впхпхпхваа,1
ахпавххвпп,1
авхпхпхпав,1
хввапхпхап,1
хавпавхпхп,1
хпапхвхавп,1
ххвпхавппа,1
авххпхавпп,1
хахпввхппа,1
пвавххпапх,1
апвпххвахп,1
ппаавпвххх,1
хпвпапахвх,1
пвппхвахха,1
ахппвххпва,1
разговаривать,0
вхпхавппах,1
хапахппхвв,1
пахапвххпв,1
тонкий,0
пхаппхввха,1
впхххваппа,1
папхпвхв,1
пвахпвпахх,1
хппвхваапх,1
авпхххпвпа,1
пхххвпаапв,1
пвхпваххпа,1
пввпапаххх,1
ахапхпввпх,1
аввхппххап,1
пхах,1
пвавпххпха,1
пахпвпхв,1
впаахпхвпх,1
аппхавхвхп,1
пхвхпаахвп,1
вахппхпавх,1
вхпаххпвап,1
апхвхавпхп,1
ппаххвхавп,1
вавпппхахх,1
апххвпвпха,1
аввхпппхах,1
пхавппаххв,1
аахвпвхппх,1
хппвпхва,1
авпхпавпхх,1
ххпхвпваап,1
пввпахпхха,1
аххвах,1
ххавпаппвх,1
ахпхавпхвп,1
хвпап,1
пппхахввха,1
ппхававхпх,1
хххвппавпа,1
хпаахпвпхв,1
хвхии,1
пввхапххап,1
авхпахппвх,1
апхххпапвв,1
пххвпвпаах,1
ахппвххвап,1
ваппххпахв,1
пхапхвпахв,1
ваахппвхпх,1
ххпхапавпв,1
авхапвппхх,1
ваавппхххп,1
впхаавхпхп,1
ппхпхвхава,1
впхпахвапх,1
ахапвпхвхп,1
пхххапаввп,1
хпапхавхвп,1
ваххпаппвх,1
хпаахвпхвп,1
апвхвпхахп,1
хпаахвхвпп,1
ввхппхпхаа,1
аахвпххпвп,1
вхппхахавп,1
хавпххвапп,1
ввхххпапап,1
ххапапвпвх,1
хпхвхавапп,1
ххви,1
аапхвпххвп,1
хппхапхвав,1
апхвахпвхп,1
впхххпавап,1
вхахвахппп,1
ппаахввхпх,1
ппхахвпхва,1
авпвпхпхха,1
ххппвавапх,1
ахпахпхпвв,1
вхпвппхаха,1
вххпаппхва,1
апвпхавххп,1
ххппвавахп,1
идея,0
апвххппахв,1
ахпввхпхпа,1
ахвппхвхпа,1
ххапавпвхп,1
хпапхпаввх,1
пхапахввпх,1
пхххапвпва,1
вхпахапвхп,1
авххвхаппп,1
ваххппвахп,1
ахвппахпхв,1
ххвппавпах,1
апхавпхвхп,1
впаххпапхв,1
апапхххввп,1
пхввхппаах,1
аххввпхппа,1
хпппхаавхв,1
ппхвхаавпх,1
пвххппа,1
хотеться,0
пппхххвваа,1
хаваппхпвх,1
вахвахпппх,1
апхввпхпха,1
вваххпхапп,1
авхххвпапп,1
хввпахпп,1
хпхвпап,1
пваахххвпп,1
ахпхапвпвх,1
апхвпхапхв,1
хпапхввпах,1
пвахпххапв,1
вппхвапахх,1
впахппхв,1
хваппхп,1
хаахпхппвв,1
пахвпвпахх,1
вапххппв,1
хввхпапапх,1
пвапхахвпх,1
пахпвапхвх,1
авхпхпвахп,1
авппххвпха,1
ппввпхахха,1
пвпхвхапха,1
авхпапвхпх,1
вхаахвпппх,1
апхпвхпавх,1
вапахппхвх,1
аппвххахвп,1
хаххпаввпп,1
стекло,0
ваххапхппв,1
вхпхапхапв,1
ввахпхапхп,1
авхпппхвах,1
ахпвпххапв,1
пхпхпхавав,1
ххвваппапх,1
аппххвпавх,1
аппвххпахв,1
хвпппвахах,1
пхпвххавап,1
ппвхвахахп,1
пхваппавхх,1
хпвппаххва,1
апвпхххавп,1
аххпха,1
хпвххпваап,1
ахпхпвахвп,1
павахппхвх,1
пхпхпвавах,1
ппввххаахп,1
пххвпавхпа,1
хахввпхпап,1
впхпхаахвп,1
пввххпхпаа,1
ввххппап,1
хвхваапхпп,1
пхпвхвпхаа,1
пвххаахпвп,1
пхпхаапхвв,1
аввахппххп,1
хвхпхпавап,1
аппвавпххх,1
хвппхпаавх,1
хахвпапхпв,1
ххпаппв,1
пхвхвахапп,1
ппхвххавап,1
хввххпппаа,1
вхвахппапх,1
аахппвхпхв,1
паххвппв,1
пахххапвпв,1
пхввпхпаах,1
вапппвхх,1
пахвхпхавп,1
впвахпхапх,1
ппапаххвхв,1
аавхпхвхпп,1
хахвпхпавп,1
апвхпвхп,1
основной,0
хввапхпапх,1
аваппхвххп,1
вхпхпхавпа,1
ваххпвхпап,1
хвппхаавхп,1
хпаппввх,1
пвпхапвхах,1
апвпвпхахх,1
ххваапппвх,1
хвхппвпаха,1
хпвппхаахв,1
хаапвпххпв,1
вахпвппхах,1
аавпхххпвп,1
вххпхппава,1
ппавххпхав,1
апххвпхвпа,1
пахавхпхпв,1
вххппвпа,1
хвпапвхп,1
ввппаххпха,1
апхвпххпва,1
ахххпаввпп,1
впххахпапв,1
ахпппххвав,1
ахххпваппв,1
ахпхпавпвх,1
пххпапахвв,1
хппхвавхпа,1
вхаавппххп,1
аахпхввппх,1
пвхвахпхпа,1
вппвхаххап,1
вещь,0
пхппхвахав,1
пхххааввпп,1
ххпвпахапв,1
ппхавпвх,1
пвпхпха,1
хвапвппхах,1
ваххапвпхп,1
ахвхпавпхп,1
авпвхпхпха,1
ххаваппхвп,1
хпхапвахвп,1
ппхвхавхап,1
пххвапвп,1
ххапвппхав,1
авххахпппв,1
вппхпха,1
пвпхахапхв,1
вхпххааппв,1
хпавххввх,1
ххапхппвав,1
хххваапппв,1
пххпаахввп,1
страшный,0
ахвахвах,1
авхвахх,1
аавпххппхв,1
впапхпвхах,1
назвать,0
апххпхввпа,1
пхапвхавпх,1
вхпхваапхп,1
хпхвпхавпа,1
вххвхаппап,1
вххахпвапп,1
папхахпхвв,1
ппхпхвхваа,1
пппавхххав,1
пвавхппх,1
хапхвпапхв,1
вавахххппп,1
пххвппа,1
хппввапхах,1
вхаппвхпах,1
пхвхпаапвх,1
пххавахвпп,1
пхвпаавххп,1
пвхппахавх,1
впххвппаха,1
авхвпхапхп,1
пххпахвапв,1
аххпвпвапх,1
пхпвхавапх,1
аххпвхвппа,1
аххпапввхп,1
ахвахппхпв,1
аххвпхпапв,1
ахпаппхввх,1
хвппхпаахв,1
хвпахвпхап,1
ахпхвппхав,1
пвпхапвх,1
хвпахахппв,1
хвппххаапв,1
хахпапвхвп,1
хпапхвапхв,1
вапвпхапхх,1
вххпвхаапп,1
ахахвпппвх,1
ппаахвххвп,1
апвпаххвхп,1
ввпххахппа,1
пвавпхапхх,1
пвхпваххап,1
апавххппвх,1
хпхпхпавав,1
ахвххпавпп,1
пппввхаахх,1
пххваппвах,1
хваапвхпхп,1
ппвавхпхха,1
ппвхахавпх,1
впхпвпхаах,1
ппхвхвпа,1
аавпхпвпхх,1
пхвхваппах,1
вваахппхпх,1
паввпхпх,1
вхвхаха,1
хавппахпхв,1
пхвппхва,1
ахах,1
хуаих,1
ппахвхпхва,1
план,0
ппахпвххва,1
хпвхвппхаа,1
хпавпхвпах,1
ппхаахпхвв,1
пвпхаххвпа,1
апахвххвпп,1
пваххаппвх,1
вппавххпха,1
хпвахвпхпа,1
авхпхавппх,1
паахпввпхх,1
пхаапввпхх,1
хпваппххва,1
ппапввхх,1
пвхппхахав,1
апвппваххх,1
пхапхвхапв,1
апвппаххвх,1
вппхвхапах,1
хвпхпхаапв,1
впаххпвапх,1
вппххпаахв,1
пххваапвпх,1
вххапхппав,1
павхапвхпх,1
апппввххха,1
апххвп,1
вххпвапхпа,1
пппвхвха,1
аапхпхвпвх,1
хвппвахпха,1
папххвавпх,1
хвпапвпхха,1
называться,0
пвхппххаав,1
пвапапххвх,1
вхаххваппп,1
вхахвппп,1
ппаххавпхв,1
проходить,0
хппхвхапав,1
ппвахххпав,1
хвхапхпапв,1
хавхпапвхп,1
ххвпвппа,1
пхвппвхаха,1
хвапппвахх,1
хпввпаахпх,1
ппхвхпаахв,1
хвппхвхаап,1
пххпапхвав,1
пхпвавхпха,1
хпвппхав,1
пвахвххапп,1
ввпхахпапх,1
ухиах,1
хппапахввх,1
пхпахавхвп,1
ппхххвпваа,1
хвпппхва,1
апппхаххвв,1
авхпахпвпх,1
пвххпаавхп,1
пвахвпххпа,1
вахпхвпапх,1
вхпавхпхап,1
хпхвппахва,1
хпхпааввхп,1
хпавхахппв,1
вппвпахахх,1
павххавхпп,1
ппхввпха,1
пхавахпхвп,1
хпвапхпв,1
длинный,0
ппхвхпваах,1
глава,0
пхавпххвап,1
пришлый,0
пхаввапхпх,1
пххпаввхпа,1
авпхпххавп,1
ахххпвапвп,1
апхпхпвахв,1
хввпппаахх,1
вхпхаахвпп,1
хпавахппхв,1
аппххавпвх,1
вапахххппв,1
папапхххвв,1
аввппххапх,1
впахвхахпп,1
апввпхпахх,1
аахпхввпхп,1
пхапхпввха,1
хвахвппхап,1
ххапхвпвпа,1
хаавхпхппв,1
хваххпапвп,1
хппввххапа,1
хахппввпах,1
впххпапхав,1
паввпхапхх,1
аххпавпвхп,1
ахвппапвхх,1
авхпхппхав,1
пхпхаахввп,1
хвваппапхх,1
ппхххаввап,1
вхпхапвхап,1
вхихи,1
пвпахапхвх,1
паххваппхв,1
ахпапхпвхв,1
паххпввхап,1
пхпаапвххв,1
вппхахвапх,1
хпавппхвах,1
вппхпхваах,1
хпахвпхпав,1
хвпвпххпаа,1
вхпхпвпхаа,1
аххпвхвапп,1
ххпавхпвпа,1
пххпвапхва,1
мать,0
видеть,0
пххавапхвп,1
хппвхавпах,1
ваппавхххп,1
хпавпххпва,1
войти,0
вппвахапхх,1
ппваххпв,1
ххвпапахвп,1
вппапаххвх,1
ахппавхпвх,1
ххпвппаахв,1
хвхаппапхв,1
пахаппхвхв,1
пввхпхаапх,1
ххпапввхпа,1
ппахвххапв,1
паавпххпвх,1
авххха,1
хппххпвваа,1
апппвхвахх,1
апаххвпвхп,1
вппххавп,1
пвхпахп,1
пхапввхпах,1
ппвхпха,1
пвхапахвпх,1
ахахввппхп,1
пхавхпапхв,1
хвпхппвхаа,1
ахвхвхаппп,1
пахвпаххпв,1
ххаавппвпх,1
ахвахпхппв,1
пвхааххпвп,1
авхппххавп,1
аххавх,1
настоящий,0
пахвпххпва,1
апхпхввпха,1
пахвххвапп,1
ивихх,1
павхппхвха,1
много,0
ахпахвппхв,1
хпваххаппв,1
хпавпхпахв,1
авпххвхпап,1
пхапвавпхх,1
впхпхвапах,1
аппхавххвп,1
ххапхпввап,1
хппавхпвха,1
хпахпвавхп,1
авхвпппахх,1
вхпвапхахп,1
вппапхххав,1
пвахпвхпха,1
апвхпаххвп,1
вххппхваап,1
хппахавхвп,1
книга,0
что,0
павхапххпв,1
вапхапххвп,1
пвххахапвп,1
авпвпаххпх,1
пххввпаахп,1
пххпапаввх,1
хпавппвхах,1
вапхапвпхх,1
ппахввхп,1
хвааппххвп,1
аахппхпввх,1
пхпаавпвхх,1
ппххпаввха,1
хппхвавахп,1
ахвваххппп,1
вхапххавпп,1
вхаахппхвп,1
хпхпаввп,1
вппавпхх,1
хппхвахапв,1
ххппхпавва,1
ваваппхпхх,1
вххвпааппх,1
пахвхпвхап,1
ххвпаавхпп,1
свет,0
вппаххвпха,1
пхпхвхвпаа,1
пхпваавпхх,1
вххпахавпп,1
пхаавххппв,1
ххвваапхпп,1
хвппхвхпаа,1
пхваахвппх,1
впахвппахх,1
ахпххвапвп,1
впавпххахп,1
апхавххвпп,1
впавххпхап,1
впххпвпхаа,1
ппхвпавахх,1
пввапхпахх,1
ппавпххвха,1
ахпавхпвпх,1
хххввппаап,1
пввппаххах,1
хпввхппа,1
авпхаппвхх,1
вхапхвпп,1
пххаппвв,1
хпапхвпв,1
ппавхавпхх,1
вваапппххх,1
пхвпхавп,1
хвпааппххв,1
хахваппхпв,1
ххаппвапвх,1
ппхпвах,1
хпхваппавх,1
пввхххпаап,1
пваххахвпп,1
хахвппапхв,1
аввххппхап,1
хахпвпхвап,1
хвппаавххп,1
аххппвпавх,1
ввпахаххпп,1
аппвхвпахх,1
паахвпвпхх,1
авхххпвппа,1
авпххппахв,1
хпавхапвпх,1
аппхвахвхп,1
ппахвавххп,1
пхпхпхаавв,1
апавхппхвх,1
ведь,0
пхпхавхпва,1
ххппвваахп,1
пвхаваххпп,1
пхвххвпапа,1
ппахвахпвх,1
павпхххвпа,1
пытаться,0
папавпвххх,1
вхххпаппав,1
хапваххвпп,1
апахпввхпх,1
хпвхвпап,1
хвпвпаххпа,1
ахпвхвхпап,1
авххппапхв,1
впхавхапхп,1
хппхахвпва,1
пвахаххпвп,1
пвхпахвпха,1
хахпввхпап,1
ппхвваххап,1
пхппаввхха,1
пхвавпхахп,1
паавххпвпх,1
вхахахвппп,1
апхвххпвап,1
хввапапххп,1
апвпхавпхх,1
хахха,1
пвахххпавп,1
аввпххпхап,1
пвхахппхав,1
хапххппвва,1
сахсхасх,1
паахвхвппх,1
ххвхаапвпп,1
пвавхапххп,1
пхпвхахапв,1
пвхпвапхха,1
пахавпххвп,1
вхвпхаппах,1
ввапххпахп,1
вхпхпаахпв,1
хпввапххап,1
апавпвхпхх,1
апавпвхххп,1
человеческий,0
вхпхаапвхп,1
аввапххппх,1
хпппввхаха,1
ппхвхапв,1
паппвххвах,1
аавпхпхвпх,1
пхвапаххпв,1
хппвхпа,1
хаппхввпха,1
читать,0
хпапвапхвх,1
аввпхапхпх,1
хвхппавпха,1
хпвххаапвп,1
хвппаавхпх,1
ппхахаввпх,1
пвххпавп,1
хпхвавхапп,1
впхпаахвхп,1
ххвхаваппп,1
пппваахххв,1
впвахпхпах,1
хавпваппхх,1
хвхпавхппа,1
хпхвпапавх,1
аххппаввпх,1
ваххапппхв,1
пвхахвхппа,1
хапппввх,1
ххааах,1
ххаппввхпа,1
пваххвхапп,1
пхваахпвхп,1
хпхахаввпп,1
папхпвхвха,1
паппхвх,1
хвапапхвхп,1
пхпххпвава,1
авхппхвхпа,1
вхппвапахх,1
впавппххах,1
ваахппхпхв,1
вхахпппвха,1
пвахвпахпх,1
вахпвахппх,1
хвпаххппва,1
хапхвппвха,1
ахпхпапхвв,1
хвхапппхав,1
хапввпхапх,1
ваппхвпхха,1
хххаппвавп,1
пвхххаавпп,1
ваппхахпвх,1
пхваахпвпх,1
авпхаххпвп,1
апхавхппхв,1
ххпхпавапв,1
вппахпхвха,1
окно,0
хапхпвхпва,1
аппаввхххп,1
хппвахвапх,1
хпхахввппа,1
авххахвппп,1
пхпхпхпхп,1
поверить,0
авпахпвхпх,1
пххвхпаавп,1
впхпавпхах,1
пхвпваапхх,1
ввхахпхппа,1
хввхпапхпа,1
хахпввхапп,1
вахпаххвпп,1
вапхпвхп,1
авпхвпххап,1
впавпхххап,1
впааххппхв,1
пахпхпавхв,1
хххпвпвпаа,1
пвхапвпхха,1
пхаппхаввх,1
пахпхввахп,1
пппваххвах,1
хвххпваапп,1
хахаха,1
впапхх,1
пхпвхапвах,1
ахпхпвпавх,1
пвпааххпхв,1
хпвхвпахап,1
хпвхвппа,1
ваххппахвп,1
пхввпхпа,1
вхавпхпхпа,1
апхпхпвв,1
пхааппххвв,1
пвхпаавххп,1
ххвхпаппав,1
хпахвпвпах,1
хапаввххпп,1
подойти,0
паапхвпхвх,1
папавхххпв,1
ххпвпаахпв,1
павхпавпхх,1
апапхвхпхв,1
апхахвппхв,1
папавхххвп,1
ахвхпхппав,1
хпавхвпапх,1
авххвапппх,1
вхппхавхап,1
хвпааппхвх,1
ппаххвапвх,1
пхвхваахпп,1
хвппаххвпа,1
пхававххпп,1
апххпввхпа,1
пхаппхавхв,1
хавххпавпп,1
хпвпахпвах,1
пахпвххпва,1
хпхвваппха,1
этот,0
вхппххаапв,1
хахппвахпв,1
паппвхвахх,1
ппхпаххавв,1
апвахпхпвх,1
пваххппхав,1
ппвхпвах,1
пхввпахахп,1
авхапвхпхп,1
впвхпхаапх,1
аххапхппвв,1
пххваппхва,1
хввхпппаха,1
аппхвххвап,1
апвхпх,1
хпапвпвхах,1
ахвпхпахвп,1
хаахппвхвп,1
хвхппваапх,1
хвххпваппа,1
хпавхх,1
хахаха,1
ахпппхвавх,1
авххппп,1
вххппахавп,1
пхввпхпхаа,1
ахахпппхвв,1
вххваппхпа,1
пвхахппхва,1
паххахвпвп,1
ппхвпхахва,1
вахппапхвх,1
авпапххвпх,1
ахпхппвавх,1
хппхавпхва,1
пхаввхпхпа,1
ввхапаппхх,1
хахпппвхав,1
вахппвпх,1
ххахвваппп,1
хпвпхвхпаа,1
хауих,1
апхапхпхвв,1
впхвпхап,1
пахпвхпв,1
пвххаппавх,1
хххаавппвп,1
пппахвххва,1
ппхпхавхва,1
вапаххвппх,1
ххпвхавпап,1
ххапапвхпв,1
ппххвахавп,1
пввхпхапах,1
вппаахпхвх,1
пвппхха,1
хввахахппп,1
ахаппхвпвх,1
ваахвххппп,1
павпххвапх,1
впхахпхпав,1
хвхавппп,1
вапахвпхпх,1
хпавхапхпв,1
входить,0
пхвааххпвп,1
вххпвпапах,1
ххпппав,1
впахпвпахх,1
впхвххапап,1
вахппхпвах,1
пахавпхвхп,1
вхваппхпха,1
хпапваххвп,1
аппххпвв,1
хвппхап,1
вахппхпахв,1
хххаввпппа,1
хпвпахпавх,1
хпаапххпвв,1
павхпвпхах,1
аввпхххппа,1
ааппхввпхх,1
год,0
апппххвхав,1
апвхаххппв,1
вппахвпхха,1
хпахпвхвпа,1
паапхпххвв,1
павппхх,1
апапвхххвп,1
ххпвапахпв,1
аапвхппхвх,1
авхпхпавпх,1
пппхахвв,1
впвпххапах,1
пхпвхпахав,1
вапхвхпахп,1
авхпхвпп,1
ххпаппавхв,1
ваппхвххпа,1
хвапхвпхпа,1
хвапппавхх,1
хппхвавхап,1
ваахпхвпхп,1
пхахвппахв,1
пвхахахвпп,1
паввппххха,1
вхахахпвпп,1
апвххпвхпа,1
вахахаха,1
авхпапхпвх,1
пххвппаахв,1
апххпвавхп,1
вххпапавхп,1
хвхпапапвх,1
аахпввхппх,1
хпвхвхаппа,1
пххапвпахв,1
ппапхаххвв,1
апххвпвахп,1
хппахвпавх,1
ппахваххпв,1
пххвпхавап,1
пхахвпвахп,1
паахвпххпв,1
павпхвпх,1
хаахпппвхв,1
ахвхпвхппа,1
пхпхапвахв,1
вапххвпахп,1
авпахппххв,1
хххапапввп,1
аххвхваппп,1
ххапвхппав,1
ахахпвпхпв,1
апхапвхвхп,1
ппхаххавпв,1
вааппхххвп,1
авпххпхавп,1
хавхахпвпп,1
павхапвпхх,1
вххпвппа,1
ппххапввах,1
хпавпхапвх,1
ххпппвваха,1
вхапхахвпп,1
хпвххппваа,1
пора,0
аппввпхх,1
апхвхвпапх,1
пахапвхпвх,1
пввхппхаах,1
авпхппахвх,1
хвппваххап,1
пхахппвхва,1
вхвпаахпхп,1
ппхпввахха,1
хвпваппахх,1
ахпвапвпхх,1
ппхвахпхва,1
ххахппаввп,1
хвпвапахпх,1
паххвпвапх,1
вахавппхпх,1
хпапвхп,1
вхапххвпап,1
апвххвпахп,1
вахвхппапх,1
хвпхппа,1
аапхвхпвхп,1
хапвхпхпав,1
вахвхпппах,1
ввпаххапхп,1
пхаавпвххп,1
пвахпх,1
пвпхпхавах,1
пхааввхпхп,1
хпвхапавпх,1
аххпваппвх,1
пхвпвааххп,1
авахвхппхп,1
ахпапхпхвв,1
авхпвпххап,1
хахвваппхп,1
хпхппвавах,1
ппхаахвхвп,1
хвапхвхапп,1
хапввппх,1
пахпавххвп,1
апхпвхвхап,1
ппххпвав,1
апхвахппхв,1
хахахаха,1
аапппхвххв,1
впахххпвпа,1
впвахххппа,1
вхаахппвпх,1
ппапваххвх,1
хапавпххвп,1
хвпахапвпх,1
хваахпппхв,1
пхпавххапв,1
ахахвхппвп,1
вхвхпааппх,1
впппхаахвх,1
впхааппххв,1
вавахпхпхп,1
пххпвхпваа,1
апхппхаввх,1
паахпвхпхв,1
вахпвппхха,1
хаххпвапвп,1
пвххапвп,1
авппвххпха,1
хапхавхвпп,1
ваппапхххв,1
хвпхпапавх,1
папхвахвпх,1
ххпвапвпах,1
ахпвапххвп,1
папвпвххах,1
пхввапхпах,1
ппввххапха,1
вапппвххха,1
апваххпхпв,1
хвааххпппв,1
апххввахпп,1
хвпхавхпап,1
вхпвхпахпа,1
впаххвахпп,1
аапвхпвххп,1
авпхваххпп,1
вхпвхпхаап,1
вхпххаавпп,1
пххавхпвпа,1
хаххвпппав,1
хавахпхппв,1
считать,0
ваххппвхпа,1
вхпхавхапп,1
хвпахпхпав,1
ппххахвпва,1
хпахвваппх,1
ппахвх,1
хпххвавапп,1
аппвахвххп,1
ветер,0
вххпапахвп,1
хвхапахпвп,1
вапаххвпхп,1
ппхапавхвх,1
апппвхаххв,1
хпапвавхпх,1
хаваххпппв,1
вахпахпвхп,1
хпавапвпхх,1
хввхааппхп,1
впхапхвпах,1
хавпвхпхпа,1
впахвххппа,1
хвппххвпаа,1
хвахппвапх,1
хаппхв,1
пхаапвпххв,1
вахпахппхв,1
авхапххвпп,1
вппхпхахва,1
ахпппвх,1
впхахпвхпа,1
хххававппп,1
хвпхпахпав,1
пвхаапххпв,1
пххппва,1
пхххапавпв,1
паппххввах,1
левый,0
авхвппхп,1
пвххппавха,1
ввхахаппхп,1
месяц,0
папахпвхвх,1
аапхпввхпх,1
апапххвхпв,1
пхпахвпавх,1
впхпхаапхв,1
вххапвпапх,1
ппаввххапх,1
вххппвпаах,1
авахпххвпп,1
вхпхахвппа,1
ппвахпвхха,1
ввпхпахапх,1
хпавахвппх,1
впвпахахпх,1
папвпхххва,1
вхпхавахпп,1
ххвхаппвап,1
удивиться,0
вхвххпппаа,1
пваппхвх,1
ххпаввхпап,1
авххапппвх,1
пвхпххавап,1
авпвпхапхх,1
вппххаапвх,1
хпхаппавхв,1
вхппвпхаах,1
аххпппвахв,1
павхахвпхп,1
авапппххвх,1
папвхххвап,1
аахвпппвхх,1
ахпахпвхпв,1
ввхпахахпп,1
ппапвххвха,1
пхпвваххап,1
пххпхапавв,1
ппавапххвх,1
пхпвхпхваа,1
хвпаппххва,1
ххавапппвх,1
хапапххпвв,1
хппвххапав,1
вппххвапах,1
хвпхапвпах,1
аапххвхппв,1
впхпавххап,1
хвпхппаавх,1
авпххпвхап,1
хавхавх,1
пххвпапвха,1
ппхахвхвпа,1
вххппапвах,1
ххвпвапхап,1
аавпхппххв,1
ахввпххапп,1
аввапппххх,1
аппхвхахвп,1
пваппхвхах,1
стакан,0
аваххх,1
пвхапхп,1
пааппвхвхх,1
уйти,0
пхапхвахвп,1
хвхавппхпа,1
вххааппхвп,1
хаппхвпвха,1
апвпхпвхах,1
ппхвапвх,1
единственный,0
паахвххвпп,1
вапвхаххпп,1
вахапхппхв,1
вппхвпахха,1
ахппвпх,1
аапхпххввп,1
ххваапвпхп,1
пхввхпапха,1
пвхаххвпап,1
аппавххвпх,1
хпхваапвхп,1
хпвахваппх,1
пххпввхаап,1
ппхвапвхах,1
пхппххваав,1
авххавпппх,1
вахапхпвпх,1
хапхаввпхп,1
впапхвпахх,1
пвхпхпваах,1
хпвхахпавп,1
хпхапввапх,1
впххвхаапп,1
вхваппххпа,1
пввххпапха,1
хавапхпвхп,1
пхпвхпвхаа,1
пхавххапвп,1
хпппвхвхаа,1
хаххавппвп,1
пвххавпп,1
авпххвапхп,1
пвпапххавх,1
хвахпапхвп,1
апхвппхавх,1
пхвапвахпх,1
хпвхапвп,1
вхпаахвпхп,1
ввапххпапх,1
пвпхапвахх,1
